hs1 13000000 13999999 0.0000,0.0000,492763.0000,1671.0000,0.0000,0.0000,9018.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1031.0000,1667.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2705.0000,0.0000
hs1 15000000 15999999 0.0000,0.0000,18390.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8312.0000,0.0000,0.0000,0.0000,1278.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 16000000 16999999 2536.0000,0.0000,1052301.0000,2789.0000,30190.0000,0.0000,0.0000,0.0000,3752.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 17000000 17999999 2078.0000,0.0000,165970.0000,0.0000,2417.0000,2417.0000,0.0000,2434.0000,0.0000,0.0000,0.0000,0.0000,2434.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 19000000 19999999 0.0000,0.0000,11864.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 20000000 20999999 0.0000,0.0000,0.0000,6635.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 21000000 21999999 0.0000,0.0000,673902.0000,3395.0000,0.0000,0.0000,0.0000,1323.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 22000000 22999999 0.0000,0.0000,25660.0000,0.0000,0.0000,5978.0000,0.0000,0.0000,7488.0000,6514.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5960.0000,0.0000,0.0000
hs1 23000000 23999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1525.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 24000000 24999999 1043.0000,0.0000,2497.0000,1310.0000,0.0000,0.0000,2540.0000,0.0000,0.0000,1026.0000,1266.0000,0.0000,0.0000,0.0000,0.0000,2142.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1278.0000,0.0000,0.0000
hs1 25000000 25999999 1140.0000,0.0000,70147.0000,0.0000,2569.0000,0.0000,0.0000,0.0000,2603.0000,0.0000,4595.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2523.0000,0.0000,0.0000,0.0000,0.0000
hs1 26000000 26999999 0.0000,0.0000,4376.0000,4430.0000,1295.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1811.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2310.0000,0.0000,0.0000,3466.0000,0.0000,0.0000
hs1 27000000 27999999 14803.0000,0.0000,2098.0000,5704.0000,3515.0000,2098.0000,5165.0000,6023.0000,1880.0000,5882.0000,0.0000,5896.0000,3796.0000,1912.0000,3666.0000,2098.0000,2929.0000,1898.0000,3281.0000,0.0000,6298.0000,1882.0000,0.0000,0.0000
hs1 28000000 28999999 0.0000,0.0000,1280.0000,0.0000,0.0000,0.0000,1217.0000,1147.0000,7038.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3008.0000,1355.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 29000000 29999999 0.0000,0.0000,12635.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 30000000 30999999 0.0000,0.0000,3443.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 32000000 32999999 0.0000,0.0000,0.0000,1115.0000,0.0000,0.0000,1013.0000,1242.0000,0.0000,0.0000,0.0000,0.0000,2540.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3036.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 33000000 33999999 2445.0000,0.0000,2422.0000,0.0000,5233.0000,2451.0000,4965.0000,5022.0000,0.0000,2429.0000,7494.0000,2512.0000,0.0000,2507.0000,0.0000,2513.0000,2513.0000,0.0000,2234.0000,0.0000,9419.0000,0.0000,0.0000,0.0000
hs1 35000000 35999999 0.0000,0.0000,1418.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1888.0000,0.0000,0.0000,0.0000,0.0000
hs1 36000000 36999999 0.0000,0.0000,0.0000,0.0000,4931.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 38000000 38999999 0.0000,0.0000,0.0000,0.0000,0.0000,2393.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1273.0000,0.0000,0.0000,1102.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 39000000 39999999 1861.0000,0.0000,25791.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1431.0000,1246.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3264.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 40000000 40999999 2846.0000,0.0000,1021.0000,0.0000,2960.0000,1148.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 42000000 42999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1557.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 43000000 43999999 5060.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1428.0000,1803.0000,0.0000,0.0000,0.0000,0.0000,1447.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1919.0000
hs1 44000000 44999999 1664.0000,0.0000,0.0000,0.0000,1630.0000,0.0000,1655.0000,1643.0000,0.0000,1643.0000,0.0000,0.0000,1590.0000,6010.0000,0.0000,0.0000,0.0000,0.0000,1126.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 45000000 45999999 0.0000,0.0000,0.0000,0.0000,0.0000,4379.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 46000000 46999999 2743.0000,0.0000,0.0000,0.0000,1317.0000,4583.0000,5489.0000,4222.0000,0.0000,2714.0000,8182.0000,4114.0000,0.0000,2729.0000,0.0000,2745.0000,1493.0000,0.0000,1621.0000,0.0000,10011.0000,0.0000,0.0000,0.0000
hs1 47000000 47999999 0.0000,0.0000,92259.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 48000000 48999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2069.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 49000000 49999999 0.0000,0.0000,0.0000,0.0000,0.0000,2095.0000,1276.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 50000000 50999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4200.0000,0.0000,0.0000,0.0000
hs1 51000000 51999999 0.0000,0.0000,2114.0000,2066.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1031.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 52000000 52999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1611.0000,0.0000
hs1 53000000 53999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 54000000 54999999 4084.0000,0.0000,7816.0000,2612.0000,2501.0000,1413.0000,1306.0000,4006.0000,1306.0000,1078.0000,1310.0000,1533.0000,3645.0000,4145.0000,3813.0000,0.0000,1441.0000,1250.0000,1278.0000,1306.0000,2596.0000,0.0000,0.0000,0.0000
hs1 55000000 55999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1197.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 57000000 57999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1255.0000,1405.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 58000000 58999999 4519.0000,0.0000,7203.0000,6009.0000,2964.0000,2989.0000,1498.0000,3002.0000,2860.0000,4245.0000,2902.0000,0.0000,3027.0000,2981.0000,2997.0000,0.0000,1501.0000,1501.0000,1437.0000,1500.0000,2996.0000,0.0000,0.0000,0.0000
hs1 59000000 59999999 1045.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1029.0000,0.0000,0.0000,0.0000,0.0000,1032.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 60000000 60999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1856.0000,0.0000,0.0000,0.0000,0.0000
hs1 61000000 61999999 2551.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 62000000 62999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2436.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 63000000 63999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1265.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 64000000 64999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1077.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 65000000 65999999 0.0000,0.0000,2125.0000,0.0000,0.0000,0.0000,5008.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2644.0000,0.0000,0.0000,0.0000,0.0000,2653.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 67000000 67999999 1411.0000,0.0000,0.0000,0.0000,3758.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1652.0000,0.0000,0.0000,1309.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1462.0000
hs1 68000000 68999999 0.0000,0.0000,0.0000,1030.0000,0.0000,0.0000,2095.0000,0.0000,0.0000,0.0000,1599.0000,1635.0000,1108.0000,0.0000,0.0000,0.0000,1752.0000,0.0000,0.0000,1098.0000,0.0000,0.0000,0.0000,0.0000
hs1 70000000 70999999 0.0000,0.0000,0.0000,1997.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1255.0000,2050.0000,0.0000,2184.0000,0.0000,0.0000,0.0000,2037.0000,0.0000,0.0000,0.0000,0.0000
hs1 71000000 71999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1252.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 72000000 72999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1077.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 73000000 73999999 0.0000,0.0000,0.0000,0.0000,1086.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1114.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 74000000 74999999 0.0000,0.0000,3037.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 75000000 75999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1532.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 76000000 76999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1199.0000,1167.0000,0.0000,0.0000,0.0000,0.0000,1085.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 77000000 77999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1213.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 78000000 78999999 1125.0000,0.0000,1308.0000,1306.0000,0.0000,2040.0000,1125.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1866.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 79000000 79999999 0.0000,0.0000,4538.0000,0.0000,0.0000,0.0000,0.0000,1392.0000,0.0000,2185.0000,1127.0000,0.0000,0.0000,1552.0000,1041.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 80000000 80999999 1141.0000,0.0000,3273.0000,1218.0000,1095.0000,0.0000,1188.0000,2286.0000,1179.0000,2056.0000,0.0000,0.0000,0.0000,1061.0000,1218.0000,0.0000,0.0000,1188.0000,0.0000,1218.0000,1181.0000,0.0000,0.0000,0.0000
hs1 81000000 81999999 3302.0000,0.0000,3066.0000,6266.0000,2696.0000,1692.0000,2665.0000,0.0000,2968.0000,1940.0000,0.0000,4102.0000,6655.0000,6518.0000,3213.0000,0.0000,2438.0000,0.0000,0.0000,0.0000,0.0000,1798.0000,0.0000,1979.0000
hs1 82000000 82999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1375.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 83000000 83999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,356862.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 85000000 85999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1821.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 86000000 86999999 12544.0000,0.0000,0.0000,0.0000,6155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3061.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 87000000 87999999 0.0000,0.0000,150146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 89000000 89999999 4453.0000,0.0000,21834.0000,1836.0000,1140.0000,1505.0000,0.0000,14378.0000,0.0000,0.0000,2004.0000,0.0000,1982.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 90000000 90999999 0.0000,0.0000,0.0000,10007.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39970.0000,0.0000,0.0000,0.0000,16467.0000,0.0000,1113.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16467.0000,0.0000
hs1 91000000 91999999 0.0000,0.0000,0.0000,0.0000,5101.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1899.0000,0.0000,0.0000,0.0000,1787.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 92000000 92999999 3318.0000,0.0000,2768.0000,0.0000,2924.0000,1331.0000,3605.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1317.0000,0.0000,3601.0000,0.0000,0.0000,1628.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 93000000 93999999 0.0000,0.0000,0.0000,0.0000,6158.0000,0.0000,1974.0000,3353.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7118.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 96000000 96999999 1314.0000,0.0000,1679.0000,1753.0000,3452.0000,3502.0000,3504.0000,1718.0000,3512.0000,3755.0000,1755.0000,0.0000,0.0000,4847.0000,0.0000,0.0000,1760.0000,1711.0000,0.0000,0.0000,1734.0000,0.0000,1035.0000,0.0000
hs1 98000000 98999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1151.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 100000000 100999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4660.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 101000000 101999999 0.0000,0.0000,0.0000,1983.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 102000000 102999999 4106.0000,0.0000,3089.0000,1037.0000,3082.0000,2058.0000,0.0000,2068.0000,0.0000,2861.0000,2024.0000,0.0000,0.0000,2902.0000,2073.0000,3098.0000,4299.0000,1019.0000,0.0000,2958.0000,1043.0000,0.0000,0.0000,0.0000
hs1 103000000 103999999 0.0000,0.0000,311968.0000,0.0000,0.0000,2405.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 104000000 104999999 2219.0000,0.0000,91528.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2473.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 106000000 106999999 1304.0000,0.0000,0.0000,1274.0000,0.0000,0.0000,2193.0000,1055.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 107000000 107999999 1049.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 108000000 108999999 0.0000,0.0000,112132.0000,0.0000,0.0000,0.0000,76670.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 109000000 109999999 0.0000,0.0000,0.0000,1655.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 110000000 110999999 2876.0000,0.0000,18407.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4237.0000,0.0000,0.0000,2669.0000,1581.0000,0.0000,0.0000,0.0000,0.0000
hs1 111000000 111999999 0.0000,0.0000,0.0000,1080.0000,2473.0000,1328.0000,2045.0000,0.0000,0.0000,1471.0000,0.0000,2525.0000,1782.0000,1361.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1479.0000,0.0000,1302.0000,0.0000,0.0000
hs1 113000000 113999999 3101.0000,0.0000,1027.0000,1630.0000,1090.0000,1394.0000,0.0000,1463.0000,0.0000,0.0000,0.0000,1460.0000,0.0000,1417.0000,1186.0000,0.0000,1412.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 115000000 115999999 3521.0000,0.0000,0.0000,0.0000,0.0000,1034.0000,0.0000,1297.0000,0.0000,1622.0000,0.0000,1656.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 116000000 116999999 7638.0000,0.0000,3495.0000,43097.0000,3037.0000,2415.0000,2299.0000,5360.0000,2425.0000,6606.0000,3409.0000,1351.0000,5841.0000,1219.0000,2416.0000,0.0000,3464.0000,1216.0000,1565.0000,2266.0000,2411.0000,0.0000,0.0000,90637.0000
hs1 117000000 117999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1636.0000,0.0000,16909.0000
hs1 118000000 118999999 0.0000,0.0000,0.0000,0.0000,1579.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1563.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 119000000 119999999 2940.0000,0.0000,32279.0000,0.0000,0.0000,1777.0000,1478.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 120000000 120999999 0.0000,4747.0000,736695.0000,34424.0000,0.0000,0.0000,111978.0000,0.0000,51746.0000,0.0000,18760.0000,8577.0000,0.0000,0.0000,0.0000,0.0000,14893.0000,90346.0000,11660.0000,10209.0000,0.0000,0.0000,4772.0000,4703.0000
hs1 121000000 121999999 0.0000,0.0000,59070.0000,0.0000,0.0000,0.0000,53119.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs1 141000000 141999999 0.0000,301143.0000,809943.0000,129305.0000,263028.0000,430392.0000,0.0000,0.0000,2653.0000,2643.0000,550460.0000,0.0000,0.0000,0.0000,111079.0000,0.0000,0.0000,0.0000,0.0000,110490.0000,0.0000,0.0000,110921.0000,0.0000
